iter	Passed	Remaining
610	2758	42390
611	2762	42379
612	2768	42395
613	2773	42392
614	2776	42376
615	2782	42387
616	2788	42400
617	2793	42403
618	2798	42404
619	2802	42406
620	2806	42391
621	2812	42403
622	2818	42425
623	2823	42424
624	2827	42415
625	2831	42399
626	2835	42386
627	2840	42386
628	2845	42387
629	2849	42387
630	2855	42403
631	2860	42399
632	2864	42392
633	2868	42378
634	2872	42364
635	2876	42352
636	2881	42358
637	2886	42355
638	2891	42358
639	2896	42354
640	2901	42367
641	2906	42360
642	2910	42347
643	2915	42354
644	2919	42348
645	2924	42342
646	2928	42327
647	2932	42321
648	2936	42316
649	2941	42315
650	2946	42311
651	2951	42315
652	2956	42316
653	2961	42325
654	2965	42304
655	2970	42311
656	2975	42313
657	2980	42314
658	2985	42315
659	2990	42323
660	2994	42311
661	2998	42300
662	3003	42297
663	3007	42289
664	3011	42278
665	3016	42282
666	3021	42279
667	3025	42271
668	3030	42269
669	3035	42266
670	3038	42248
671	3043	42251
672	3047	42235
673	3052	42238
674	3057	42236
675	3062	42246
676	3067	42240
677	3071	42234
678	3076	42228
679	3081	42229
680	3085	42225
681	3089	42210
682	3094	42216
683	3099	42208
684	3103	42199
685	3107	42198
686	3112	42189
687	3116	42178
688	3120	42170
689	3124	42164
690	3129	42159
691	3133	42144
692	3137	42143
693	3141	42128
694	3146	42130
695	3150	42109
696	3156	42134
697	3161	42126
698	3165	42126
699	3170	42115
700	3174	42112
701	3179	42118
702	3183	42107
703	3188	42100
704	3193	42107
705	3198	42101
706	3202	42093
707	3206	42086
708	3211	42078
709	3216	42083
710	3220	42071
711	3225	42079
712	3229	42067
713	3234	42065
714	3239	42067
715	3243	42052
716	3247	42041
717	3251	42031
718	3255	42018
719	3259	42010
720	3264	42011
721	3268	42005
722	3272	41995
723	3277	41989
724	3281	41979
725	3285	41966
726	3289	41963
727	3294	41962
728	3298	41952
729	3302	41942
730	3307	41944
731	3313	41949
732	3318	41951
733	3323	41954
734	3327	41947
735	3332	41942
736	3336	41929
737	3340	41919
738	3343	41899
739	3348	41896
740	3353	41897
741	3358	41899
742	3361	41886
743	3366	41887
744	3371	41880
745	3375	41872
746	3379	41867
747	3385	41874
748	3389	41864
749	3394	41860
750	3398	41857
751	3403	41853
752	3407	41849
753	3413	41857
754	3419	41870
755	3424	41876
756	3429	41877
757	3434	41881
758	3440	41892
759	3446	41899
760	3452	41910
761	3457	41916
762	3461	41910
763	3467	41913
764	3470	41899
765	3475	41900
766	3481	41905
767	3486	41907
768	3490	41901
769	3494	41889
770	3499	41890
771	3503	41883
772	3509	41892
773	3514	41896
774	3519	41889
775	3524	41890
776	3530	41903
777	3535	41905
778	3540	41909
779	3545	41915
780	3550	41912
781	3556	41917
782	3560	41915
783	3565	41917
784	3572	41931
785	3576	41927
786	3582	41934
787	3588	41945
788	3593	41952
789	3599	41965
790	3604	41970
791	3610	41975
792	3615	41980
793	3620	41983
794	3626	41989
795	3631	41985
796	3637	41996
797	3642	42006
798	3648	42013
799	3653	42015
800	3659	42023
801	3663	42019
802	3669	42028
803	3674	42029
804	3682	42059
805	3688	42078
806	3695	42096
807	3701	42103
808	3705	42093
809	3710	42098
810	3716	42104
811	3721	42108
812	3725	42103
813	3731	42107
814	3736	42111
815	3743	42128
816	3748	42134
817	3754	42143
818	3759	42144
819	3763	42137
820	3768	42127
821	3772	42125
822	3778	42135
823	3784	42149
824	3790	42154
825	3797	42173
826	3802	42177
827	3808	42189
828	3814	42198
829	3818	42190
830	3823	42189
831	3828	42191
832	3833	42188
833	3838	42187
834	3843	42189
835	3847	42170
836	3851	42165
837	3856	42162
838	3860	42152
839	3866	42166
840	3872	42171
841	3877	42178
842	3881	42167
843	3886	42166
844	3891	42165
845	3897	42168
846	3903	42187
847	3910	42199
848	3916	42209
849	3921	42209
850	3928	42229
851	3933	42231
852	3936	42213
853	3942	42222
854	3948	42237
855	3954	42240
856	3960	42252
857	3964	42245
858	3969	42246
859	3975	42247
860	3981	42258
861	3986	42260
862	3991	42263
863	3997	42265
864	4002	42270
865	4009	42285
866	4012	42272
867	4018	42274
868	4022	42265
869	4027	42264
870	4032	42261
871	4036	42257
872	4040	42245
873	4046	42252
874	4051	42250
875	4055	42244
876	4060	42236
877	4063	42222
878	4068	42212
879	4072	42201
880	4076	42194
881	4080	42183
882	4084	42175
883	4090	42178
884	4093	42164
885	4098	42156
886	4102	42145
887	4105	42129
888	4109	42119
889	4114	42114
890	4119	42112
891	4123	42102
892	4128	42104
893	4133	42102
894	4138	42100
895	4142	42089
896	4147	42087
897	4152	42091
898	4158	42100
899	4163	42097
900	4167	42089
901	4172	42090
902	4177	42082
903	4182	42079
904	4185	42068
905	4190	42066
906	4196	42069
907	4201	42069
908	4205	42061
909	4209	42052
910	4214	42049
911	4219	42045
912	4223	42033
913	4228	42038
914	4233	42035
915	4238	42028
916	4242	42026
917	4247	42020
918	4251	42014
919	4256	42010
920	4261	42006
921	4266	42003
922	4269	41991
923	4273	41979
924	4278	41974
925	4283	41978
926	4289	41980
927	4294	41984
928	4299	41978
929	4302	41965
930	4307	41957
931	4311	41951
932	4315	41938
933	4319	41929
934	4324	41923
935	4328	41920
936	4333	41915
937	4336	41899
938	4341	41891
939	4345	41883
940	4349	41876
941	4354	41874
942	4359	41867
943	4363	41863
944	4368	41855
945	4372	41848
946	4376	41838
947	4380	41830
948	4386	41834
949	4390	41826
950	4395	41823
951	4401	41830
952	4406	41829
953	4411	41826
954	4416	41833
955	4421	41827
956	4426	41824
957	4430	41820
958	4436	41827
959	4440	41819
960	4445	41811
961	4450	41810
962	4454	41802
963	4459	41804
964	4463	41794
965	4468	41791
966	4473	41785
967	4478	41783
968	4482	41773
969	4485	41760
970	4490	41756
971	4494	41746
972	4498	41738
973	4503	41735
974	4507	41724
975	4512	41721
976	4517	41718
977	4520	41702
978	4525	41703
979	4531	41711
980	4536	41706
981	4541	41706
982	4545	41699
983	4550	41692
984	4553	41675
985	4559	41679
986	4564	41679
987	4570	41688
988	4574	41680
989	4579	41677
990	4584	41680
991	4591	41692
992	4595	41686
993	4600	41681
994	4604	41673
995	4611	41686
996	4616	41688
997	4620	41676
998	4624	41663
999	4628	41655
1000	4633	41655
1001	4639	41662
1002	4643	41649
1003	4648	41651
1004	4653	41652
1005	4659	41654
1006	4664	41659
1007	4669	41658
1008	4674	41653
1009	4678	41639
1010	4682	41634
1011	4686	41626
1012	4691	41618
1013	4695	41608
1014	4700	41605
1015	4703	41593
1016	4708	41593
1017	4713	41590
1018	4718	41587
1019	4722	41578
1020	4725	41560
1021	4730	41556
1022	4735	41550
1023	4739	41542
1024	4743	41533
1025	4748	41533
1026	4753	41529
1027	4759	41541
1028	4764	41538
1029	4769	41532
1030	4773	41526
1031	4778	41522
1032	4782	41515
1033	4786	41508
1034	4791	41501
1035	4795	41495
1036	4799	41484
1037	4803	41476
1038	4808	41470
1039	4812	41463
1040	4816	41453
1041	4821	41446
1042	4826	41449
1043	4832	41451
1044	4836	41446
1045	4840	41436
1046	4845	41436
1047	4852	41447
1048	4857	41449
1049	4861	41440
1050	4866	41438
1051	4871	41434
1052	4877	41440
1053	4882	41440
1054	4887	41437
1055	4891	41433
1056	4897	41434
1057	4902	41433
1058	4907	41435
1059	4912	41434
1060	4918	41438
1061	4923	41438
1062	4927	41428
1063	4933	41431
1064	4937	41427
1065	4942	41426
1066	4946	41410
1067	4949	41395
1068	4953	41385
1069	4958	41384
1070	4962	41376
1071	4967	41371
1072	4972	41367
1073	4976	41359
1074	4981	41357
1075	4986	41353
1076	4991	41350
1077	4995	41348
1078	5000	41347
1079	5005	41345
1080	5011	41348
1081	5016	41348
1082	5021	41345
1083	5025	41337
1084	5031	41338
1085	5035	41331
1086	5041	41334
1087	5045	41326
1088	5049	41316
1089	5054	41314
1090	5059	41313
1091	5063	41307
1092	5068	41302
1093	5074	41307
1094	5078	41303
1095	5084	41302
1096	5088	41296
1097	5092	41290
1098	5097	41284
1099	5101	41275
1100	5105	41269
1101	5111	41269
1102	5116	41271
1103	5121	41271
1104	5126	41264
1105	5131	41263
1106	5136	41263
1107	5140	41256
1108	5145	41249
1109	5149	41239
1110	5154	41241
1111	5159	41237
1112	5163	41231
1113	5168	41226
1114	5172	41219
1115	5177	41217
1116	5182	41213
1117	5186	41207
1118	5191	41203
1119	5195	41194
1120	5200	41189
1121	5204	41185
1122	5209	41181
1123	5214	41176
1124	5218	41171
1125	5222	41160
1126	5227	41153
1127	5231	41150
1128	5235	41138
1129	5240	41131
1130	5244	41125
1131	5249	41123
1132	5253	41118
1133	5259	41116
1134	5264	41121
1135	5269	41117
1136	5274	41116
1137	5280	41118
1138	5284	41113
1139	5288	41105
1140	5293	41098
1141	5297	41093
1142	5301	41082
1143	5306	41081
1144	5312	41083
1145	5317	41079
1146	5320	41063
1147	5324	41052
1148	5327	41041
1149	5332	41037
1150	5336	41031
1151	5341	41025
1152	5345	41013
1153	5349	41004
1154	5352	40992
1155	5356	40982
1156	5361	40975
1157	5365	40968
1158	5371	40971
1159	5374	40961
1160	5379	40952
1161	5384	40956
1162	5389	40952
1163	5393	40945
1164	5398	40941
1165	5404	40945
1166	5407	40927
1167	5411	40919
1168	5415	40909
1169	5420	40905
1170	5425	40903
1171	5429	40898
1172	5434	40897
1173	5438	40888
1174	5443	40885
1175	5448	40879
1176	5451	40867
1177	5456	40860
1178	5461	40860
1179	5465	40855
1180	5470	40853
1181	5474	40841
1182	5480	40843
1183	5484	40840
1184	5488	40830
1185	5492	40815
1186	5495	40803
1187	5499	40795
1188	5505	40798
1189	5509	40790
1190	5513	40781
1191	5518	40780
1192	5524	40782
1193	5528	40771
1194	5533	40769
1195	5538	40766
1196	5542	40761
1197	5547	40758
1198	5551	40751
1199	5557	40756
1200	5561	40748
1201	5566	40745
1202	5572	40747
1203	5577	40747
1204	5582	40744
1205	5586	40737
1206	5592	40741
1207	5597	40739
1208	5601	40732
1209	5605	40722
1210	5610	40717
1211	5615	40717
1212	5618	40703
1213	5623	40699
1214	5629	40702
1215	5633	40694
1216	5637	40687
1217	5642	40680
1218	5646	40673
1219	5651	40670
1220	5656	40669
1221	5660	40659
1222	5665	40658
1223	5669	40647
1224	5674	40644
1225	5678	40637
1226	5683	40635
1227	5687	40626
1228	5691	40619
1229	5696	40617
1230	5701	40615
1231	5706	40610
1232	5710	40604
1233	5714	40594
1234	5718	40583
1235	5722	40576
1236	5727	40573
1237	5731	40566
1238	5736	40565
1239	5741	40562
1240	5746	40557
1241	5751	40557
1242	5755	40550
1243	5761	40553
1244	5766	40547
1245	5769	40535
1246	5774	40532
1247	5780	40537
1248	5784	40526
1249	5787	40512
1250	5792	40511
1251	5796	40498
1252	5800	40492
1253	5804	40482
1254	5809	40482
1255	5813	40470
1256	5817	40462
1257	5821	40453
1258	5826	40449
1259	5830	40441
1260	5835	40440
1261	5840	40436
1262	5843	40422
1263	5847	40416
1264	5852	40409
1265	5856	40401
1266	5860	40397
1267	5865	40390
1268	5870	40387
1269	5876	40398
1270	5881	40391
1271	5885	40382
1272	5889	40372
1273	5893	40368
1274	5898	40361
1275	5902	40354
1276	5906	40345
1277	5910	40338
1278	5913	40323
1279	5918	40321
1280	5923	40316
1281	5926	40303
1282	5931	40302
1283	5936	40297
1284	5941	40293
1285	5945	40289
1286	5950	40282
1287	5954	40273
1288	5959	40271
1289	5962	40260
1290	5967	40258
1291	5972	40253
1292	5977	40251
1293	5982	40246
1294	5985	40236
1295	5989	40228
1296	5994	40221
1297	5997	40210
1298	6000	40195
1299	6005	40188
1300	6010	40190
1301	6014	40176
1302	6017	40164
1303	6022	40165
1304	6028	40165
1305	6032	40155
1306	6036	40149
1307	6040	40138
1308	6044	40130
1309	6050	40134
1310	6054	40128
1311	6058	40118
1312	6062	40107
1313	6066	40102
1314	6072	40102
1315	6075	40093
1316	6080	40091
1317	6085	40084
1318	6089	40081
1319	6093	40072
1320	6099	40071
1321	6103	40064
1322	6108	40060
1323	6112	40052
1324	6117	40049
1325	6121	40043
1326	6125	40031
1327	6128	40022
1328	6134	40021
1329	6138	40013
1330	6142	40007
1331	6147	40002
1332	6150	39991
1333	6155	39987
1334	6159	39977
1335	6162	39962
1336	6167	39960
1337	6172	39960
1338	6176	39951
1339	6180	39944
1340	6184	39935
1341	6189	39930
1342	6193	39923
1343	6196	39910
1344	6202	39913
1345	6206	39904
1346	6211	39902
1347	6215	39891
1348	6218	39876
1349	6221	39863
1350	6225	39854
1351	6228	39842
1352	6233	39840
1353	6237	39832
1354	6242	39828
1355	6247	39826
1356	6252	39825
1357	6257	39822
1358	6261	39815
1359	6266	39810
1360	6270	39801
1361	6274	39793
1362	6279	39789
1363	6283	39784
1364	6288	39780
1365	6293	39781
1366	6300	39790
1367	6307	39800
1368	6312	39797
1369	6318	39799
1370	6322	39795
1371	6328	39798
1372	6332	39790
1373	6338	39795
1374	6343	39793
1375	6348	39786
1376	6353	39786
1377	6359	39788
1378	6363	39780
1379	6368	39780
1380	6374	39783
1381	6379	39781
1382	6385	39786
1383	6390	39784
1384	6395	39780
1385	6399	39773
1386	6406	39781
1387	6412	39785
1388	6416	39776
1389	6421	39775
1390	6427	39780
1391	6431	39772
1392	6437	39773
1393	6440	39762
1394	6447	39769
1395	6451	39762
1396	6456	39757
1397	6461	39755
1398	6466	39755
1399	6471	39752
1400	6475	39747
1401	6480	39742
1402	6485	39739
1403	6490	39737
1404	6495	39733
1405	6498	39724
1406	6503	39716
1407	6508	39719
1408	6514	39723
1409	6520	39726
1410	6527	39732
1411	6532	39732
1412	6537	39730
1413	6541	39721
1414	6546	39720
1415	6551	39718
1416	6556	39711
1417	6561	39710
1418	6567	39713
1419	6570	39700
1420	6576	39704
1421	6582	39709
1422	6585	39694
1423	6590	39694
1424	6595	39691
1425	6601	39689
1426	6606	39689
1427	6610	39680
1428	6616	39684
1429	6621	39681
1430	6626	39682
1431	6630	39671
1432	6635	39669
1433	6642	39678
1434	6648	39679
1435	6651	39665
1436	6656	39665
1437	6661	39664
1438	6665	39657
1439	6670	39652
1440	6675	39652
1441	6681	39650
1442	6685	39646
1443	6691	39650
1444	6696	39648
1445	6701	39643
1446	6705	39636
1447	6710	39632
1448	6715	39629
1449	6720	39625
1450	6725	39624
1451	6729	39619
1452	6735	39621
1453	6741	39621
1454	6745	39616
1455	6750	39613
1456	6756	39617
1457	6761	39612
1458	6766	39609
1459	6772	39615
1460	6777	39609
1461	6780	39599
1462	6786	39603
1463	6791	39601
1464	6795	39589
1465	6799	39580
1466	6804	39581
1467	6809	39579
1468	6813	39570
1469	6818	39566
1470	6823	39562
1471	6828	39561
1472	6832	39554
1473	6836	39542
1474	6841	39540
1475	6845	39530
1476	6850	39529
1477	6856	39533
1478	6860	39528
1479	6866	39528
1480	6871	39526
1481	6876	39523
1482	6880	39515
1483	6886	39517
1484	6891	39515
1485	6896	39513
1486	6901	39509
1487	6908	39520
1488	6913	39514
1489	6918	39513
1490	6923	39509
1491	6927	39502
1492	6933	39505
1493	6937	39495
1494	6941	39490
1495	6946	39487
1496	6951	39486
1497	6956	39480
1498	6961	39480
1499	6967	39483
1500	6972	39481
1501	6976	39469
1502	6981	39469
1503	6987	39473
1504	6992	39469
1505	6996	39460
1506	7001	39458
1507	7005	39452
1508	7008	39437
1509	7013	39433
1510	7018	39430
1511	7023	39430
1512	7028	39425
1513	7034	39425
1514	7037	39415
1515	7041	39407
1516	7046	39404
1517	7050	39397
1518	7055	39393
1519	7060	39388
1520	7066	39392
1521	7070	39385
1522	7074	39378
1523	7078	39366
1524	7085	39374
1525	7089	39370
1526	7094	39368
1527	7100	39370
1528	7105	39364
1529	7110	39361
1530	7115	39361
1531	7118	39346
1532	7121	39335
1533	7127	39337
1534	7130	39324
1535	7135	39321
1536	7140	39315
1537	7144	39309
1538	7149	39306
1539	7153	39299
1540	7159	39300
1541	7163	39294
1542	7168	39290
1543	7172	39279
1544	7177	39277
1545	7181	39268
1546	7187	39271
1547	7192	39268
1548	7196	39260
1549	7199	39250
1550	7205	39250
1551	7209	39241
1552	7214	39240
1553	7219	39235
1554	7223	39232
1555	7227	39221
1556	7231	39213
1557	7236	39209
1558	7240	39205
1559	7245	39200
1560	7248	39188
1561	7252	39178
1562	7256	39169
1563	7260	39162
1564	7264	39156
1565	7269	39151
1566	7274	39149
1567	7278	39142
1568	7282	39133
1569	7287	39127
1570	7291	39124
1571	7296	39116
1572	7300	39112
1573	7306	39112
1574	7311	39108
1575	7315	39105
1576	7320	39099
1577	7323	39087
1578	7328	39081
1579	7333	39078
1580	7337	39071
1581	7341	39062
1582	7345	39057
1583	7350	39053
1584	7356	39057
1585	7360	39049
1586	7364	39040
1587	7369	39039
1588	7373	39029
1589	7378	39027
1590	7381	39014
1591	7385	39006
1592	7390	39000
1593	7395	38998
1594	7398	38985
1595	7402	38981
1596	7408	38980
1597	7411	38966
1598	7416	38965
1599	7419	38953
1600	7423	38945
1601	7427	38937
1602	7431	38928
1603	7435	38922
1604	7438	38907
1605	7443	38903
1606	7448	38900
1607	7451	38888
1608	7456	38887
1609	7461	38881
1610	7464	38872
1611	7470	38871
1612	7474	38866
1613	7480	38864
1614	7484	38857
1615	7487	38844
1616	7491	38836
1617	7496	38835
1618	7501	38830
1619	7504	38820
1620	7509	38815
1621	7513	38811
1622	7519	38809
1623	7524	38809
1624	7529	38804
1625	7531	38788
1626	7536	38783
1627	7540	38776
1628	7545	38773
1629	7550	38771
1630	7555	38768
1631	7560	38764
1632	7565	38764
1633	7570	38761
1634	7574	38755
1635	7578	38745
1636	7582	38735
1637	7586	38727
1638	7590	38721
1639	7594	38711
1640	7599	38710
1641	7604	38710
1642	7609	38707
1643	7614	38702
1644	7617	38688
1645	7619	38671
1646	7623	38661
1647	7627	38653
1648	7631	38647
1649	7636	38643
1650	7640	38639
1651	7647	38645
1652	7651	38637
1653	7655	38628
1654	7660	38626
1655	7664	38619
1656	7669	38614
1657	7672	38603
1658	7677	38598
1659	7682	38596
1660	7684	38578
1661	7687	38565
1662	7692	38562
1663	7697	38561
1664	7701	38552
1665	7705	38543
1666	7709	38536
1667	7714	38534
1668	7716	38518
1669	7721	38514
1670	7725	38508
1671	7729	38497
1672	7733	38489
1673	7737	38484
1674	7741	38477
1675	7745	38468
1676	7748	38454
1677	7753	38454
1678	7759	38454
1679	7763	38445
1680	7767	38441
1681	7771	38431
1682	7775	38424
1683	7779	38415
1684	7783	38411
1685	7789	38409
1686	7793	38405
1687	7798	38402
