iter	MultiClass:use_weights=true	MultiClass
881	0.1193494307	0.1193494307
882	0.1191219886	0.1191219886
883	0.1189611662	0.1189611662
884	0.1188008562	0.1188008562
885	0.1186595929	0.1186595929
886	0.1185111887	0.1185111887
887	0.1183394997	0.1183394997
888	0.1182015376	0.1182015376
889	0.118055576	0.118055576
890	0.1178628756	0.1178628756
891	0.1176795997	0.1176795997
892	0.1175106328	0.1175106328
893	0.1173176026	0.1173176026
894	0.1171344526	0.1171344526
895	0.1169599673	0.1169599673
896	0.1167371254	0.1167371254
897	0.1165691863	0.1165691863
898	0.1163690814	0.1163690814
899	0.116177455	0.116177455
900	0.1160111276	0.1160111276
901	0.1158565466	0.1158565466
902	0.1156991142	0.1156991142
903	0.1155094849	0.1155094849
904	0.115374469	0.115374469
905	0.1151887273	0.1151887273
906	0.1149591055	0.1149591055
907	0.1147755072	0.1147755072
908	0.1146065594	0.1146065594
909	0.1144492804	0.1144492804
910	0.1142907036	0.1142907036
911	0.1141474973	0.1141474973
912	0.1139722445	0.1139722445
913	0.1138475191	0.1138475191
914	0.1137020979	0.1137020979
915	0.113593152	0.113593152
916	0.1134525094	0.1134525094
917	0.1133766108	0.1133766108
918	0.1132283082	0.1132283082
919	0.1130468538	0.1130468538
920	0.1128026728	0.1128026728
921	0.1126621823	0.1126621823
922	0.1125183289	0.1125183289
923	0.1123251842	0.1123251842
924	0.1121820355	0.1121820355
925	0.1120494815	0.1120494815
926	0.1118793318	0.1118793318
927	0.1116901526	0.1116901526
928	0.1115159539	0.1115159539
929	0.1113602152	0.1113602152
930	0.1111694437	0.1111694437
931	0.110982146	0.110982146
932	0.1108647433	0.1108647433
933	0.1107307643	0.1107307643
934	0.1105609466	0.1105609466
935	0.1103985898	0.1103985898
936	0.1102766667	0.1102766667
937	0.1101038512	0.1101038512
938	0.109963175	0.109963175
939	0.1098287851	0.1098287851
940	0.1096879048	0.1096879048
941	0.1095191228	0.1095191228
942	0.1093707189	0.1093707189
943	0.1092245821	0.1092245821
944	0.1091108752	0.1091108752
945	0.1089946709	0.1089946709
946	0.1088297974	0.1088297974
947	0.1086596829	0.1086596829
948	0.1085315918	0.1085315918
949	0.1083864998	0.1083864998
950	0.1082189914	0.1082189914
951	0.1080466437	0.1080466437
952	0.1078805209	0.1078805209
953	0.1076560429	0.1076560429
954	0.1075046713	0.1075046713
955	0.1073547234	0.1073547234
956	0.1072192257	0.1072192257
957	0.1070387356	0.1070387356
958	0.1068845122	0.1068845122
959	0.1067643253	0.1067643253
960	0.1066588865	0.1066588865
961	0.106482406	0.106482406
962	0.1063385612	0.1063385612
963	0.1061971757	0.1061971757
964	0.1060536501	0.1060536501
965	0.1059327864	0.1059327864
966	0.1057747682	0.1057747682
967	0.1056127002	0.1056127002
968	0.1054548587	0.1054548587
969	0.1053237364	0.1053237364
970	0.1051741318	0.1051741318
971	0.1050538483	0.1050538483
972	0.1048437655	0.1048437655
973	0.1047245125	0.1047245125
974	0.1045226017	0.1045226017
975	0.1043538171	0.1043538171
976	0.1041885031	0.1041885031
977	0.1040834093	0.1040834093
978	0.1039547254	0.1039547254
979	0.1037754191	0.1037754191
980	0.1036359855	0.1036359855
981	0.103503803	0.103503803
982	0.1033241617	0.1033241617
983	0.1031871014	0.1031871014
984	0.1030647385	0.1030647385
985	0.1029225153	0.1029225153
986	0.1027528684	0.1027528684
987	0.1026161331	0.1026161331
988	0.1024935654	0.1024935654
989	0.1023748422	0.1023748422
990	0.102242476	0.102242476
991	0.1020802553	0.1020802553
992	0.1019836744	0.1019836744
993	0.1018444969	0.1018444969
994	0.1017089968	0.1017089968
995	0.1015504058	0.1015504058
996	0.1013845971	0.1013845971
997	0.101227208	0.101227208
998	0.1010926887	0.1010926887
999	0.1009255665	0.1009255665
1000	0.1008050527	0.1008050527
1001	0.1006735804	0.1006735804
1002	0.1005000792	0.1005000792
1003	0.1003910432	0.1003910432
1004	0.1002139633	0.1002139633
1005	0.1000535016	0.1000535016
1006	0.09990860318	0.09990860318
1007	0.09978347441	0.09978347441
1008	0.09961861534	0.09961861534
1009	0.09946359614	0.09946359614
1010	0.09932582694	0.09932582694
1011	0.09916835675	0.09916835675
1012	0.09897737552	0.09897737552
1013	0.09881983541	0.09881983541
1014	0.09866962005	0.09866962005
1015	0.0985249289	0.0985249289
1016	0.09835130638	0.09835130638
1017	0.0981980929	0.0981980929
1018	0.09802136452	0.09802136452
1019	0.09790422893	0.09790422893
1020	0.09778383296	0.09778383296
1021	0.09766530241	0.09766530241
1022	0.09753732515	0.09753732515
1023	0.09739283677	0.09739283677
1024	0.09728474866	0.09728474866
1025	0.09713716617	0.09713716617
1026	0.09702151131	0.09702151131
1027	0.09687354883	0.09687354883
1028	0.09675831972	0.09675831972
1029	0.09660806418	0.09660806418
1030	0.09649159671	0.09649159671
1031	0.09638235843	0.09638235843
1032	0.09627640843	0.09627640843
1033	0.09616310583	0.09616310583
1034	0.09603480978	0.09603480978
1035	0.09592799191	0.09592799191
1036	0.09578027063	0.09578027063
1037	0.09562978884	0.09562978884
1038	0.09546603154	0.09546603154
1039	0.09528492115	0.09528492115
1040	0.09518273107	0.09518273107
1041	0.09504646273	0.09504646273
1042	0.09493546643	0.09493546643
1043	0.09478125012	0.09478125012
1044	0.09461624753	0.09461624753
1045	0.09448763811	0.09448763811
1046	0.09431891271	0.09431891271
1047	0.09418667667	0.09418667667
1048	0.09401106566	0.09401106566
1049	0.09389026924	0.09389026924
1050	0.09376655162	0.09376655162
1051	0.0936588767	0.0936588767
1052	0.09350432558	0.09350432558
1053	0.09335397359	0.09335397359
1054	0.09317271612	0.09317271612
1055	0.0930443338	0.0930443338
1056	0.09291573259	0.09291573259
1057	0.09278305015	0.09278305015
1058	0.09269973396	0.09269973396
1059	0.09256515396	0.09256515396
1060	0.09244925828	0.09244925828
1061	0.09232134896	0.09232134896
1062	0.09223049577	0.09223049577
1063	0.09211092999	0.09211092999
1064	0.09198815713	0.09198815713
1065	0.09182871096	0.09182871096
1066	0.09170085832	0.09170085832
1067	0.09155620471	0.09155620471
1068	0.09143996126	0.09143996126
1069	0.09132170629	0.09132170629
1070	0.09121749747	0.09121749747
1071	0.09111327656	0.09111327656
1072	0.09097418897	0.09097418897
1073	0.09087249369	0.09087249369
1074	0.0907396067	0.0907396067
1075	0.09062299867	0.09062299867
1076	0.09050795504	0.09050795504
1077	0.09038594459	0.09038594459
1078	0.09029638637	0.09029638637
1079	0.09014810342	0.09014810342
1080	0.08999048489	0.08999048489
1081	0.08988987552	0.08988987552
1082	0.08978708758	0.08978708758
1083	0.08966383822	0.08966383822
1084	0.08952102169	0.08952102169
1085	0.08938076628	0.08938076628
1086	0.08924600024	0.08924600024
1087	0.08912166287	0.08912166287
1088	0.0889891876	0.0889891876
1089	0.08888166225	0.08888166225
1090	0.08875612704	0.08875612704
1091	0.08863508019	0.08863508019
1092	0.08848818087	0.08848818087
1093	0.08837450449	0.08837450449
1094	0.08825305133	0.08825305133
1095	0.088135321	0.088135321
1096	0.08799874505	0.08799874505
1097	0.08787871236	0.08787871236
1098	0.08774386061	0.08774386061
1099	0.08763493841	0.08763493841
1100	0.08753703448	0.08753703448
1101	0.08742248065	0.08742248065
1102	0.0872832464	0.0872832464
1103	0.08714669408	0.08714669408
1104	0.08701211933	0.08701211933
1105	0.08689456574	0.08689456574
1106	0.08678321757	0.08678321757
1107	0.0866748559	0.0866748559
1108	0.08655902031	0.08655902031
1109	0.08639158558	0.08639158558
1110	0.08628431175	0.08628431175
1111	0.08614202123	0.08614202123
1112	0.08605407441	0.08605407441
1113	0.08592654711	0.08592654711
1114	0.08582001208	0.08582001208
1115	0.08567350537	0.08567350537
1116	0.08554582114	0.08554582114
1117	0.08543797024	0.08543797024
1118	0.08529111647	0.08529111647
1119	0.08517833538	0.08517833538
1120	0.08505739166	0.08505739166
1121	0.08494663239	0.08494663239
1122	0.08480335164	0.08480335164
1123	0.08471336951	0.08471336951
1124	0.08461720704	0.08461720704
1125	0.08446675689	0.08446675689
1126	0.08434327054	0.08434327054
1127	0.08423747822	0.08423747822
1128	0.08411569259	0.08411569259
1129	0.08400966501	0.08400966501
1130	0.08388061726	0.08388061726
1131	0.08376054781	0.08376054781
1132	0.08367216912	0.08367216912
1133	0.08353173391	0.08353173391
1134	0.08341690291	0.08341690291
1135	0.08328584278	0.08328584278
1136	0.08319107105	0.08319107105
1137	0.0830429266	0.0830429266
1138	0.08290436058	0.08290436058
1139	0.0828236654	0.0828236654
1140	0.08273202144	0.08273202144
1141	0.08262692473	0.08262692473
1142	0.08250581492	0.08250581492
1143	0.08238564684	0.08238564684
1144	0.08227539471	0.08227539471
1145	0.08212734692	0.08212734692
1146	0.08201318838	0.08201318838
1147	0.08185743367	0.08185743367
1148	0.08177310644	0.08177310644
1149	0.08167714459	0.08167714459
1150	0.08156207156	0.08156207156
1151	0.0814273393	0.0814273393
1152	0.0813267628	0.0813267628
1153	0.08120709605	0.08120709605
1154	0.08107979836	0.08107979836
1155	0.08095937449	0.08095937449
1156	0.08085920122	0.08085920122
1157	0.08072847263	0.08072847263
1158	0.08061667804	0.08061667804
1159	0.08052355257	0.08052355257
1160	0.08040782691	0.08040782691
1161	0.0803013785	0.0803013785
1162	0.08022649525	0.08022649525
1163	0.08010431158	0.08010431158
1164	0.08000364463	0.08000364463
1165	0.07988606274	0.07988606274
1166	0.0797964354	0.0797964354
1167	0.07967447253	0.07967447253
1168	0.07955327242	0.07955327242
1169	0.07940988192	0.07940988192
1170	0.07928698641	0.07928698641
1171	0.07917973577	0.07917973577
1172	0.07906476614	0.07906476614
1173	0.07895522677	0.07895522677
1174	0.07883604021	0.07883604021
1175	0.07873001924	0.07873001924
1176	0.07861436959	0.07861436959
1177	0.07851407245	0.07851407245
1178	0.07841719485	0.07841719485
1179	0.07828229241	0.07828229241
1180	0.07815435275	0.07815435275
1181	0.0780557411	0.0780557411
1182	0.07792635071	0.07792635071
1183	0.07780967782	0.07780967782
1184	0.07765905815	0.07765905815
1185	0.07758527117	0.07758527117
1186	0.07747316519	0.07747316519
1187	0.07734042758	0.07734042758
1188	0.0772099942	0.0772099942
1189	0.07713161398	0.07713161398
1190	0.07707735202	0.07707735202
1191	0.07696621682	0.07696621682
1192	0.0768379132	0.0768379132
1193	0.07671628215	0.07671628215
1194	0.07657453415	0.07657453415
1195	0.07646887551	0.07646887551
1196	0.07637766453	0.07637766453
1197	0.07626371001	0.07626371001
1198	0.07614714612	0.07614714612
1199	0.0760255891	0.0760255891
1200	0.07593494767	0.07593494767
1201	0.07584929652	0.07584929652
1202	0.0757186835	0.0757186835
1203	0.07561781556	0.07561781556
1204	0.07551183731	0.07551183731
1205	0.07538988108	0.07538988108
1206	0.07528179542	0.07528179542
1207	0.07517752937	0.07517752937
1208	0.07505877246	0.07505877246
1209	0.07493212641	0.07493212641
1210	0.07484799347	0.07484799347
1211	0.07476521036	0.07476521036
1212	0.0746494703	0.0746494703
1213	0.07455578169	0.07455578169
1214	0.07444222886	0.07444222886
1215	0.07435415863	0.07435415863
1216	0.07425734821	0.07425734821
1217	0.07413382043	0.07413382043
1218	0.07401792886	0.07401792886
1219	0.07389997497	0.07389997497
1220	0.07377512885	0.07377512885
1221	0.07366953281	0.07366953281
1222	0.07358428413	0.07358428413
1223	0.07347722529	0.07347722529
1224	0.07334135855	0.07334135855
1225	0.07320251296	0.07320251296
1226	0.07309294092	0.07309294092
1227	0.07296561507	0.07296561507
1228	0.07285687569	0.07285687569
1229	0.07277280354	0.07277280354
1230	0.07268587202	0.07268587202
1231	0.07260623474	0.07260623474
1232	0.0724994789	0.0724994789
1233	0.07239898442	0.07239898442
1234	0.07230030185	0.07230030185
1235	0.0721870038	0.0721870038
1236	0.0720946772	0.0720946772
1237	0.07198652502	0.07198652502
1238	0.07185319711	0.07185319711
1239	0.07175733699	0.07175733699
1240	0.07163162874	0.07163162874
1241	0.07149072938	0.07149072938
1242	0.07139879466	0.07139879466
1243	0.07129470593	0.07129470593
1244	0.07117426059	0.07117426059
1245	0.07106833968	0.07106833968
1246	0.07094901982	0.07094901982
1247	0.07083669068	0.07083669068
1248	0.07074115905	0.07074115905
1249	0.07067775671	0.07067775671
1250	0.0705656749	0.0705656749
1251	0.07043009063	0.07043009063
1252	0.0703352784	0.0703352784
1253	0.07022970404	0.07022970404
1254	0.07011686538	0.07011686538
1255	0.07003661126	0.07003661126
1256	0.06992961263	0.06992961263
1257	0.06983373214	0.06983373214
1258	0.0697524067	0.0697524067
1259	0.06963112166	0.06963112166
1260	0.06954171907	0.06954171907
1261	0.06942585176	0.06942585176
1262	0.0693440744	0.0693440744
1263	0.06927053399	0.06927053399
1264	0.06919347713	0.06919347713
1265	0.06908998549	0.06908998549
1266	0.06899829817	0.06899829817
1267	0.06890425591	0.06890425591
1268	0.06878740676	0.06878740676
1269	0.06867576119	0.06867576119
1270	0.06858871379	0.06858871379
1271	0.06848810381	0.06848810381
1272	0.06841704154	0.06841704154
1273	0.06832403786	0.06832403786
1274	0.06821891497	0.06821891497
1275	0.06810540745	0.06810540745
1276	0.06799839869	0.06799839869
1277	0.067898659	0.067898659
1278	0.06780457353	0.06780457353
1279	0.06769017749	0.06769017749
1280	0.06758615111	0.06758615111
1281	0.06747286776	0.06747286776
1282	0.06739100149	0.06739100149
1283	0.06728259528	0.06728259528
1284	0.06715452876	0.06715452876
1285	0.06701771801	0.06701771801
1286	0.06690923371	0.06690923371
1287	0.0668215071	0.0668215071
1288	0.066724409	0.066724409
1289	0.06665483315	0.06665483315
1290	0.06652744972	0.06652744972
1291	0.06642098727	0.06642098727
1292	0.06634011419	0.06634011419
1293	0.06620926827	0.06620926827
1294	0.0660994799	0.0660994799
1295	0.0659961085	0.0659961085
1296	0.06591065559	0.06591065559
1297	0.06580506854	0.06580506854
1298	0.06572424642	0.06572424642
1299	0.0656260512	0.0656260512
1300	0.06554324433	0.06554324433
1301	0.0654412648	0.0654412648
1302	0.06534755169	0.06534755169
1303	0.06523290197	0.06523290197
1304	0.06515844747	0.06515844747
1305	0.06505868585	0.06505868585
1306	0.06496893337	0.06496893337
1307	0.06484442215	0.06484442215
1308	0.06472002777	0.06472002777
1309	0.0646185784	0.0646185784
1310	0.06452250775	0.06452250775
1311	0.06441742616	0.06441742616
1312	0.06432995024	0.06432995024
1313	0.06423694199	0.06423694199
1314	0.06412944413	0.06412944413
1315	0.06401260881	0.06401260881
1316	0.06391540164	0.06391540164
1317	0.06381053341	0.06381053341
1318	0.06374045115	0.06374045115
1319	0.06364345695	0.06364345695
1320	0.06353769801	0.06353769801
1321	0.06345475207	0.06345475207
1322	0.06337556473	0.06337556473
1323	0.06329428487	0.06329428487
1324	0.06318035827	0.06318035827
1325	0.06307786042	0.06307786042
1326	0.06298192067	0.06298192067
1327	0.06290876949	0.06290876949
1328	0.06280432365	0.06280432365
1329	0.06271376681	0.06271376681
1330	0.06261964803	0.06261964803
1331	0.06253902427	0.06253902427
1332	0.06245097638	0.06245097638
1333	0.06235219494	0.06235219494
1334	0.06226425021	0.06226425021
1335	0.06217499104	0.06217499104
1336	0.06207887266	0.06207887266
1337	0.0619816942	0.0619816942
1338	0.06190336829	0.06190336829
1339	0.0618170289	0.0618170289
1340	0.06170559164	0.06170559164
1341	0.06161750159	0.06161750159
1342	0.06153052567	0.06153052567
1343	0.06142722496	0.06142722496
1344	0.06134059968	0.06134059968
1345	0.06123672047	0.06123672047
1346	0.06113241462	0.06113241462
1347	0.06102872749	0.06102872749
1348	0.06092268219	0.06092268219
1349	0.06083824438	0.06083824438
1350	0.06071617339	0.06071617339
1351	0.0606515967	0.0606515967
1352	0.06055122125	0.06055122125
1353	0.06046281153	0.06046281153
1354	0.06038144585	0.06038144585
1355	0.06029806435	0.06029806435
1356	0.06018741274	0.06018741274
1357	0.06007449777	0.06007449777
1358	0.05999618624	0.05999618624
1359	0.05991045159	0.05991045159
1360	0.05981586056	0.05981586056
1361	0.05973106687	0.05973106687
1362	0.05964158531	0.05964158531
1363	0.0595613888	0.0595613888
1364	0.05949863385	0.05949863385
1365	0.05940482485	0.05940482485
1366	0.05932274764	0.05932274764
1367	0.05919100617	0.05919100617
1368	0.05909700004	0.05909700004
1369	0.05897754569	0.05897754569
1370	0.05889321462	0.05889321462
1371	0.05879477358	0.05879477358
1372	0.05872454064	0.05872454064
1373	0.05863767487	0.05863767487
1374	0.05855615684	0.05855615684
1375	0.05847414003	0.05847414003
1376	0.05838052797	0.05838052797
1377	0.05830445454	0.05830445454
1378	0.05823819295	0.05823819295
1379	0.05814580587	0.05814580587
1380	0.0580656435	0.0580656435
1381	0.05800525101	0.05800525101
1382	0.05792929444	0.05792929444
1383	0.05781680403	0.05781680403
1384	0.05773250801	0.05773250801
1385	0.05764622383	0.05764622383
1386	0.05756633523	0.05756633523
1387	0.05748474181	0.05748474181
1388	0.05740844349	0.05740844349
1389	0.05733837328	0.05733837328
1390	0.05722340717	0.05722340717
1391	0.05713401344	0.05713401344
1392	0.05706901007	0.05706901007
1393	0.05699540578	0.05699540578
1394	0.05690804196	0.05690804196
1395	0.05682820683	0.05682820683
1396	0.05676079289	0.05676079289
1397	0.05668031142	0.05668031142
1398	0.05659693252	0.05659693252
1399	0.05649699812	0.05649699812
1400	0.05638008206	0.05638008206
1401	0.05629794053	0.05629794053
1402	0.05619151152	0.05619151152
1403	0.0561098589	0.0561098589
1404	0.05599965453	0.05599965453
1405	0.05592734581	0.05592734581
1406	0.05582488279	0.05582488279
1407	0.05574456333	0.05574456333
1408	0.05566520211	0.05566520211
1409	0.05558157681	0.05558157681
1410	0.05548023217	0.05548023217
1411	0.05538542732	0.05538542732
1412	0.05530434289	0.05530434289
1413	0.05524127909	0.05524127909
1414	0.05516444664	0.05516444664
1415	0.0550828386	0.0550828386
1416	0.05501557388	0.05501557388
1417	0.05494310928	0.05494310928
1418	0.05485775197	0.05485775197
1419	0.05477869857	0.05477869857
1420	0.0546856029	0.0546856029
1421	0.05460936918	0.05460936918
1422	0.05455140235	0.05455140235
1423	0.05448946817	0.05448946817
1424	0.05442814371	0.05442814371
1425	0.05433256288	0.05433256288
1426	0.05424069921	0.05424069921
1427	0.05415685349	0.05415685349
1428	0.05406666939	0.05406666939
1429	0.05397005473	0.05397005473
1430	0.0538864111	0.0538864111
1431	0.05382826544	0.05382826544
1432	0.05372541625	0.05372541625
1433	0.05364815021	0.05364815021
1434	0.05355966919	0.05355966919
1435	0.05348744051	0.05348744051
1436	0.05339559264	0.05339559264
1437	0.05331435511	0.05331435511
1438	0.0532474811	0.0532474811
1439	0.05315661834	0.05315661834
1440	0.05308378871	0.05308378871
1441	0.05300794909	0.05300794909
1442	0.05293235765	0.05293235765
1443	0.05284502729	0.05284502729
1444	0.05274784607	0.05274784607
1445	0.05268455517	0.05268455517
1446	0.05258437778	0.05258437778
1447	0.05250982907	0.05250982907
1448	0.05243995346	0.05243995346
1449	0.05236905228	0.05236905228
1450	0.05229258459	0.05229258459
1451	0.05220688514	0.05220688514
1452	0.05213335921	0.05213335921
1453	0.05205285106	0.05205285106
1454	0.05198427138	0.05198427138
1455	0.05188841154	0.05188841154
1456	0.05180081211	0.05180081211
1457	0.05171946538	0.05171946538
1458	0.05162795763	0.05162795763
1459	0.05155327954	0.05155327954
1460	0.05147301103	0.05147301103
1461	0.05138740293	0.05138740293
1462	0.05131502354	0.05131502354
1463	0.05123024658	0.05123024658
1464	0.05115476612	0.05115476612
1465	0.05107308248	0.05107308248
1466	0.05099747985	0.05099747985
1467	0.05092118826	0.05092118826
1468	0.05083241188	0.05083241188
1469	0.05075472115	0.05075472115
1470	0.05068020264	0.05068020264
1471	0.05059822825	0.05059822825
1472	0.05051493799	0.05051493799
1473	0.05042877367	0.05042877367
1474	0.05036215261	0.05036215261
1475	0.05028154265	0.05028154265
1476	0.05021485448	0.05021485448
1477	0.05013046775	0.05013046775
1478	0.05005266591	0.05005266591
1479	0.04996888823	0.04996888823
1480	0.04988727961	0.04988727961
1481	0.04980354636	0.04980354636
1482	0.04971687554	0.04971687554
1483	0.0496505348	0.0496505348
1484	0.04956595983	0.04956595983
1485	0.04948789077	0.04948789077
1486	0.04940782924	0.04940782924
1487	0.04931935564	0.04931935564
1488	0.04922938429	0.04922938429
1489	0.04913527255	0.04913527255
1490	0.04906465168	0.04906465168
1491	0.04898597608	0.04898597608
1492	0.04890096888	0.04890096888
1493	0.04882970746	0.04882970746
1494	0.04874482299	0.04874482299
1495	0.0486952749	0.0486952749
1496	0.04861907456	0.04861907456
1497	0.04857066941	0.04857066941
1498	0.04848531294	0.04848531294
1499	0.04840779179	0.04840779179
1500	0.04832591146	0.04832591146
1501	0.04825482619	0.04825482619
1502	0.04818270895	0.04818270895
1503	0.04812013967	0.04812013967
1504	0.04803739861	0.04803739861
1505	0.04798175711	0.04798175711
1506	0.0479173913	0.0479173913
1507	0.04784281518	0.04784281518
1508	0.04776552387	0.04776552387
1509	0.04769578575	0.04769578575
1510	0.04762456615	0.04762456615
1511	0.04754660196	0.04754660196
1512	0.0474799791	0.0474799791
1513	0.04739800013	0.04739800013
1514	0.04735006532	0.04735006532
1515	0.0472759489	0.0472759489
1516	0.04720406628	0.04720406628
1517	0.04712350971	0.04712350971
1518	0.0470414551	0.0470414551
1519	0.04696216809	0.04696216809
1520	0.04689480496	0.04689480496
1521	0.04682018032	0.04682018032
1522	0.04674969343	0.04674969343
1523	0.0466885042	0.0466885042
1524	0.04661244015	0.04661244015
1525	0.04653026979	0.04653026979
1526	0.04646309926	0.04646309926
1527	0.04638675537	0.04638675537
1528	0.04632373889	0.04632373889
1529	0.04625977744	0.04625977744
1530	0.04616313105	0.04616313105
1531	0.0461035347	0.0461035347
1532	0.04602088575	0.04602088575
1533	0.04595437821	0.04595437821
1534	0.04589677921	0.04589677921
1535	0.04582461379	0.04582461379
1536	0.04573764049	0.04573764049
1537	0.04565939221	0.04565939221
1538	0.04559308596	0.04559308596
1539	0.04551095505	0.04551095505
1540	0.04542598739	0.04542598739
1541	0.04536408209	0.04536408209
1542	0.04528635692	0.04528635692
1543	0.04521720843	0.04521720843
1544	0.04512889234	0.04512889234
1545	0.04504611538	0.04504611538
1546	0.04498282319	0.04498282319
1547	0.04490513885	0.04490513885
1548	0.04484207737	0.04484207737
1549	0.04476270898	0.04476270898
1550	0.04467276225	0.04467276225
1551	0.0446083204	0.0446083204
1552	0.04453465688	0.04453465688
1553	0.04447261617	0.04447261617
1554	0.04440857068	0.04440857068
1555	0.04435614645	0.04435614645
1556	0.04429618401	0.04429618401
1557	0.04420986504	0.04420986504
1558	0.04415114039	0.04415114039
1559	0.04408722644	0.04408722644
1560	0.04401934729	0.04401934729
1561	0.04393128863	0.04393128863
1562	0.04385287134	0.04385287134
1563	0.04379505881	0.04379505881
1564	0.04372617021	0.04372617021
1565	0.04365778268	0.04365778268
1566	0.04359606155	0.04359606155
1567	0.04353505881	0.04353505881
1568	0.04345357837	0.04345357837
1569	0.04337433986	0.04337433986
1570	0.04331020965	0.04331020965
1571	0.04323811594	0.04323811594
1572	0.04315838305	0.04315838305
1573	0.04307980399	0.04307980399
1574	0.04299917111	0.04299917111
1575	0.0429355485	0.0429355485
1576	0.04286798472	0.04286798472
1577	0.04281785213	0.04281785213
1578	0.04274853467	0.04274853467
1579	0.04268070616	0.04268070616
1580	0.04260661893	0.04260661893
1581	0.04255366389	0.04255366389
1582	0.04247356983	0.04247356983
1583	0.04240465128	0.04240465128
1584	0.04232395465	0.04232395465
1585	0.04225953482	0.04225953482
1586	0.04220680841	0.04220680841
1587	0.04212473749	0.04212473749
1588	0.04205540165	0.04205540165
1589	0.04199491551	0.04199491551
1590	0.04194329434	0.04194329434
1591	0.04187725942	0.04187725942
1592	0.04181563234	0.04181563234
1593	0.04173798912	0.04173798912
1594	0.04168251408	0.04168251408
1595	0.04162263678	0.04162263678
1596	0.04155997823	0.04155997823
1597	0.04149769576	0.04149769576
1598	0.04141736043	0.04141736043
1599	0.04134350096	0.04134350096
1600	0.04128890411	0.04128890411
1601	0.04123460363	0.04123460363
1602	0.04118337445	0.04118337445
1603	0.04111377482	0.04111377482
1604	0.04105721269	0.04105721269
1605	0.0409897748	0.0409897748
1606	0.0409303513	0.0409303513
1607	0.04086729644	0.04086729644
1608	0.04080611147	0.04080611147
1609	0.04074924526	0.04074924526
1610	0.04067949935	0.04067949935
1611	0.04061673121	0.04061673121
1612	0.04056528101	0.04056528101
1613	0.04050181551	0.04050181551
1614	0.04042945669	0.04042945669
1615	0.04037838468	0.04037838468
1616	0.0403107091	0.0403107091
1617	0.040244287	0.040244287
1618	0.04018158752	0.04018158752
1619	0.04012739457	0.04012739457
1620	0.04005501736	0.04005501736
1621	0.0399853083	0.0399853083
1622	0.03991964474	0.03991964474
1623	0.03985946671	0.03985946671
1624	0.03978570329	0.03978570329
1625	0.0397432709	0.0397432709
1626	0.03968964149	0.03968964149
1627	0.03962866013	0.03962866013
1628	0.03957784598	0.03957784598
1629	0.03951697505	0.03951697505
1630	0.03945216163	0.03945216163
1631	0.03940252011	0.03940252011
1632	0.03933406367	0.03933406367
1633	0.03925869676	0.03925869676
1634	0.03921738819	0.03921738819
1635	0.0391576865	0.0391576865
1636	0.03910019156	0.03910019156
1637	0.03903929267	0.03903929267
1638	0.03898030917	0.03898030917
1639	0.03891643491	0.03891643491
1640	0.0388550351	0.0388550351
1641	0.03879027401	0.03879027401
1642	0.03873419191	0.03873419191
1643	0.03868332749	0.03868332749
1644	0.03863905662	0.03863905662
1645	0.03860654699	0.03860654699
1646	0.03854726019	0.03854726019
1647	0.03848736868	0.03848736868
1648	0.03842254256	0.03842254256
1649	0.03836300085	0.03836300085
1650	0.0383008402	0.0383008402
1651	0.03823252995	0.03823252995
1652	0.03817364798	0.03817364798
1653	0.03812702901	0.03812702901
1654	0.038059204	0.038059204
1655	0.03799099758	0.03799099758
1656	0.03793579479	0.03793579479
1657	0.03786978747	0.03786978747
1658	0.03781335829	0.03781335829
1659	0.03775147275	0.03775147275
1660	0.03770743775	0.03770743775
1661	0.03765849746	0.03765849746
1662	0.03759693767	0.03759693767
1663	0.037526308	0.037526308
1664	0.03745802703	0.03745802703
1665	0.03739828375	0.03739828375
1666	0.03734562237	0.03734562237
1667	0.03728179826	0.03728179826
1668	0.03724264331	0.03724264331
1669	0.03718213496	0.03718213496
1670	0.03712698118	0.03712698118
1671	0.03706805752	0.03706805752
1672	0.03700949029	0.03700949029
1673	0.03695338946	0.03695338946
1674	0.03689280477	0.03689280477
1675	0.03683381057	0.03683381057
1676	0.03678542471	0.03678542471
1677	0.03672376597	0.03672376597
1678	0.03667591754	0.03667591754
1679	0.03661395676	0.03661395676
1680	0.03655126754	0.03655126754
1681	0.03649168407	0.03649168407
1682	0.03644251399	0.03644251399
1683	0.03637950158	0.03637950158
1684	0.03633005396	0.03633005396
1685	0.03626941073	0.03626941073
1686	0.03622249199	0.03622249199
1687	0.03617338616	0.03617338616
1688	0.03610832696	0.03610832696
1689	0.03606306459	0.03606306459
1690	0.03601460222	0.03601460222
1691	0.03596231258	0.03596231258
1692	0.0359040446	0.0359040446
1693	0.03585203825	0.03585203825
1694	0.03577963888	0.03577963888
1695	0.0357291145	0.0357291145
1696	0.03566765498	0.03566765498
1697	0.03560240865	0.03560240865
1698	0.03554281694	0.03554281694
1699	0.03548746377	0.03548746377
1700	0.03543580219	0.03543580219
1701	0.03538081074	0.03538081074
1702	0.03532858076	0.03532858076
1703	0.03529016159	0.03529016159
1704	0.03523509356	0.03523509356
1705	0.03517380206	0.03517380206
1706	0.03512794558	0.03512794558
1707	0.03507204162	0.03507204162
1708	0.03502347754	0.03502347754
1709	0.03497489861	0.03497489861
1710	0.03491969319	0.03491969319
1711	0.03488326077	0.03488326077
