iter	MultiClass:use_weights=true	MultiClass
321	0.3016176	0.3016176
322	0.3010558354	0.3010558354
323	0.3004697029	0.3004697029
324	0.2998616725	0.2998616725
325	0.2990902858	0.2990902858
326	0.2985119129	0.2985119129
327	0.2978769498	0.2978769498
328	0.2971763666	0.2971763666
329	0.2964996855	0.2964996855
330	0.2960696457	0.2960696457
331	0.2956998574	0.2956998574
332	0.2950935536	0.2950935536
333	0.2943134264	0.2943134264
334	0.2937607014	0.2937607014
335	0.2931589941	0.2931589941
336	0.2926460943	0.2926460943
337	0.2921109517	0.2921109517
338	0.2914644624	0.2914644624
339	0.2908397589	0.2908397589
340	0.2901688049	0.2901688049
341	0.2896071501	0.2896071501
342	0.2889735714	0.2889735714
343	0.2884162583	0.2884162583
344	0.2878466361	0.2878466361
345	0.2874013152	0.2874013152
346	0.2868845505	0.2868845505
347	0.2863504372	0.2863504372
348	0.2858135733	0.2858135733
349	0.2853588921	0.2853588921
350	0.284870769	0.284870769
351	0.2842920882	0.2842920882
352	0.2838250283	0.2838250283
353	0.2833550011	0.2833550011
354	0.2828103253	0.2828103253
355	0.2822897216	0.2822897216
356	0.2817385625	0.2817385625
357	0.2810958831	0.2810958831
358	0.2804706906	0.2804706906
359	0.2799882693	0.2799882693
360	0.2794850529	0.2794850529
361	0.2791034263	0.2791034263
362	0.2784841875	0.2784841875
363	0.2778481701	0.2778481701
364	0.2772227528	0.2772227528
365	0.2766636152	0.2766636152
366	0.2760678415	0.2760678415
367	0.2755773723	0.2755773723
368	0.2751108179	0.2751108179
369	0.2746455259	0.2746455259
370	0.2742180044	0.2742180044
371	0.2736147804	0.2736147804
372	0.2732341529	0.2732341529
373	0.2728212689	0.2728212689
374	0.2723392485	0.2723392485
375	0.2717491556	0.2717491556
376	0.2712538909	0.2712538909
377	0.2706803568	0.2706803568
378	0.2703299835	0.2703299835
379	0.2698942035	0.2698942035
380	0.2693726061	0.2693726061
381	0.2688035708	0.2688035708
382	0.2683693414	0.2683693414
383	0.2677897471	0.2677897471
384	0.2672213464	0.2672213464
385	0.2666027881	0.2666027881
386	0.2661554486	0.2661554486
387	0.2657665611	0.2657665611
388	0.2653097688	0.2653097688
389	0.2649617977	0.2649617977
390	0.2645133909	0.2645133909
391	0.2639761357	0.2639761357
392	0.2634965341	0.2634965341
393	0.2631380964	0.2631380964
394	0.2626647431	0.2626647431
395	0.2621919589	0.2621919589
396	0.2616233636	0.2616233636
397	0.2611988004	0.2611988004
398	0.2606870313	0.2606870313
399	0.2603125508	0.2603125508
400	0.2599531357	0.2599531357
401	0.2594380324	0.2594380324
402	0.2590113021	0.2590113021
403	0.2584887636	0.2584887636
404	0.2579329167	0.2579329167
405	0.2573836577	0.2573836577
406	0.2568287336	0.2568287336
407	0.2562832841	0.2562832841
408	0.2557023732	0.2557023732
409	0.2551954321	0.2551954321
410	0.2548881185	0.2548881185
411	0.2545124452	0.2545124452
412	0.2541292221	0.2541292221
413	0.2536450469	0.2536450469
414	0.2531811618	0.2531811618
415	0.2527165056	0.2527165056
416	0.2521910242	0.2521910242
417	0.2517505353	0.2517505353
418	0.2513147813	0.2513147813
419	0.2508602128	0.2508602128
420	0.2504597011	0.2504597011
421	0.24997279	0.24997279
422	0.2495577267	0.2495577267
423	0.249244592	0.249244592
424	0.2488890005	0.2488890005
425	0.2484225586	0.2484225586
426	0.2479245388	0.2479245388
427	0.2474271663	0.2474271663
428	0.2469340408	0.2469340408
429	0.2465914009	0.2465914009
430	0.246166791	0.246166791
431	0.2455560337	0.2455560337
432	0.2451773329	0.2451773329
433	0.2448044766	0.2448044766
434	0.2442643172	0.2442643172
435	0.2436785286	0.2436785286
436	0.2432185918	0.2432185918
437	0.2427587533	0.2427587533
438	0.2424200945	0.2424200945
439	0.2420057367	0.2420057367
440	0.241471998	0.241471998
441	0.2409696716	0.2409696716
442	0.2405183047	0.2405183047
443	0.2401709365	0.2401709365
444	0.2398535061	0.2398535061
445	0.23944435	0.23944435
446	0.2390912362	0.2390912362
447	0.2385885255	0.2385885255
448	0.2381584077	0.2381584077
449	0.2377353572	0.2377353572
450	0.237328091	0.237328091
451	0.2368408212	0.2368408212
452	0.2362930386	0.2362930386
453	0.2358442344	0.2358442344
454	0.2353421566	0.2353421566
455	0.2349665778	0.2349665778
456	0.2345173425	0.2345173425
457	0.2341256528	0.2341256528
458	0.2336531822	0.2336531822
459	0.2332390841	0.2332390841
460	0.2328222261	0.2328222261
461	0.2324127678	0.2324127678
462	0.2319579151	0.2319579151
463	0.2315223862	0.2315223862
464	0.2311959259	0.2311959259
465	0.2307849263	0.2307849263
466	0.2302516708	0.2302516708
467	0.2298528692	0.2298528692
468	0.2293991387	0.2293991387
469	0.2290512424	0.2290512424
470	0.2286027403	0.2286027403
471	0.228244056	0.228244056
472	0.2278910178	0.2278910178
473	0.22745279	0.22745279
474	0.2270755072	0.2270755072
475	0.2266604767	0.2266604767
476	0.2262990824	0.2262990824
477	0.2259811085	0.2259811085
478	0.2255398651	0.2255398651
479	0.2251221585	0.2251221585
480	0.2247959097	0.2247959097
481	0.2244026356	0.2244026356
482	0.2240268557	0.2240268557
483	0.2235903904	0.2235903904
484	0.2231598262	0.2231598262
485	0.2227673564	0.2227673564
486	0.2223189626	0.2223189626
487	0.2219332191	0.2219332191
488	0.2215588322	0.2215588322
489	0.2212886088	0.2212886088
490	0.2208849452	0.2208849452
491	0.2204125136	0.2204125136
492	0.2200833806	0.2200833806
493	0.2196440391	0.2196440391
494	0.2192855814	0.2192855814
495	0.2189787478	0.2189787478
496	0.2186159259	0.2186159259
497	0.2182969968	0.2182969968
498	0.217877479	0.217877479
499	0.2174405975	0.2174405975
500	0.2170553405	0.2170553405
501	0.2166831434	0.2166831434
502	0.2164285116	0.2164285116
503	0.2160677249	0.2160677249
504	0.2157783469	0.2157783469
505	0.2154475306	0.2154475306
506	0.2150298463	0.2150298463
507	0.2147024273	0.2147024273
508	0.2142852715	0.2142852715
509	0.2139542855	0.2139542855
510	0.2136008061	0.2136008061
511	0.2131955176	0.2131955176
512	0.2128242527	0.2128242527
513	0.2124514983	0.2124514983
514	0.2119168827	0.2119168827
515	0.2116175396	0.2116175396
516	0.2111005052	0.2111005052
517	0.2107834625	0.2107834625
518	0.21036932	0.21036932
519	0.2100389101	0.2100389101
520	0.2095698301	0.2095698301
521	0.2092792383	0.2092792383
522	0.2089667203	0.2089667203
523	0.2086797423	0.2086797423
524	0.208288113	0.208288113
525	0.2079140715	0.2079140715
526	0.2075904746	0.2075904746
527	0.2072428873	0.2072428873
528	0.2069669265	0.2069669265
529	0.2065478415	0.2065478415
530	0.2061878806	0.2061878806
531	0.2058814077	0.2058814077
532	0.2055281343	0.2055281343
533	0.2052066689	0.2052066689
534	0.2048462306	0.2048462306
535	0.2044585094	0.2044585094
536	0.204110704	0.204110704
537	0.2037322494	0.2037322494
538	0.2034084088	0.2034084088
539	0.203076508	0.203076508
540	0.2026992047	0.2026992047
541	0.2024461905	0.2024461905
542	0.2020735987	0.2020735987
543	0.2016362697	0.2016362697
544	0.2012724058	0.2012724058
545	0.2009444628	0.2009444628
546	0.2006537631	0.2006537631
547	0.2002612732	0.2002612732
548	0.1998731357	0.1998731357
549	0.1994619964	0.1994619964
550	0.1992109654	0.1992109654
551	0.1988994868	0.1988994868
552	0.198631691	0.198631691
553	0.1982213001	0.1982213001
554	0.1979268003	0.1979268003
555	0.1975725459	0.1975725459
556	0.19727656	0.19727656
557	0.1969688421	0.1969688421
558	0.1965626333	0.1965626333
559	0.1962947726	0.1962947726
560	0.1959520319	0.1959520319
561	0.1956672687	0.1956672687
562	0.1953384223	0.1953384223
563	0.1950249429	0.1950249429
564	0.1946954134	0.1946954134
565	0.1944179603	0.1944179603
566	0.1941610683	0.1941610683
567	0.1938031902	0.1938031902
568	0.193501957	0.193501957
569	0.1931146229	0.1931146229
570	0.1928054412	0.1928054412
571	0.1924930174	0.1924930174
572	0.1921264429	0.1921264429
573	0.1917762865	0.1917762865
574	0.1914515914	0.1914515914
575	0.1912015261	0.1912015261
576	0.1909995691	0.1909995691
577	0.1906681143	0.1906681143
578	0.1903084771	0.1903084771
579	0.1900405636	0.1900405636
580	0.1897347348	0.1897347348
581	0.1894335297	0.1894335297
582	0.1890873762	0.1890873762
583	0.1887805794	0.1887805794
584	0.1886040378	0.1886040378
585	0.1883122692	0.1883122692
586	0.1879874272	0.1879874272
587	0.1877106313	0.1877106313
588	0.1874611311	0.1874611311
589	0.1871230031	0.1871230031
590	0.186778627	0.186778627
591	0.186417198	0.186417198
592	0.1860939827	0.1860939827
593	0.1858289927	0.1858289927
594	0.1854772407	0.1854772407
595	0.1851603789	0.1851603789
596	0.1849089966	0.1849089966
597	0.1845828111	0.1845828111
598	0.1841845231	0.1841845231
599	0.1838647466	0.1838647466
600	0.1836259419	0.1836259419
601	0.1833637606	0.1833637606
602	0.1831089817	0.1831089817
603	0.182723614	0.182723614
604	0.1824586171	0.1824586171
605	0.1821415147	0.1821415147
606	0.181841805	0.181841805
607	0.1816176533	0.1816176533
608	0.1812998916	0.1812998916
609	0.1810158035	0.1810158035
610	0.180746443	0.180746443
611	0.180559546	0.180559546
612	0.180252931	0.180252931
613	0.1798708042	0.1798708042
614	0.1796922884	0.1796922884
615	0.1793554146	0.1793554146
616	0.1790420012	0.1790420012
617	0.1787281108	0.1787281108
618	0.1784483213	0.1784483213
619	0.1781524692	0.1781524692
620	0.177930925	0.177930925
621	0.1776828588	0.1776828588
622	0.1774025815	0.1774025815
623	0.1771462136	0.1771462136
624	0.1768694967	0.1768694967
625	0.1765949466	0.1765949466
626	0.1762570276	0.1762570276
627	0.175976119	0.175976119
628	0.1756828979	0.1756828979
629	0.1753805168	0.1753805168
630	0.1750846879	0.1750846879
631	0.1748232593	0.1748232593
632	0.1745757286	0.1745757286
633	0.1743379377	0.1743379377
634	0.1740620032	0.1740620032
635	0.1738735844	0.1738735844
636	0.1735752283	0.1735752283
637	0.17328753	0.17328753
638	0.1729485114	0.1729485114
639	0.1726217217	0.1726217217
640	0.1723394926	0.1723394926
641	0.172053967	0.172053967
642	0.1717287679	0.1717287679
643	0.1714063529	0.1714063529
644	0.1711538745	0.1711538745
645	0.1708649237	0.1708649237
646	0.1706652167	0.1706652167
647	0.1704552216	0.1704552216
648	0.1701426025	0.1701426025
649	0.169840777	0.169840777
650	0.1695568043	0.1695568043
651	0.1692935487	0.1692935487
652	0.1689471939	0.1689471939
653	0.1686867664	0.1686867664
654	0.1684624217	0.1684624217
655	0.1682074296	0.1682074296
656	0.1679763614	0.1679763614
657	0.1677436725	0.1677436725
658	0.1675221546	0.1675221546
659	0.167270772	0.167270772
660	0.1669818101	0.1669818101
661	0.1666955281	0.1666955281
662	0.1664316897	0.1664316897
663	0.1661127158	0.1661127158
664	0.1658849063	0.1658849063
665	0.1655707967	0.1655707967
666	0.1653019541	0.1653019541
667	0.1650839454	0.1650839454
668	0.1647898854	0.1647898854
669	0.1644844301	0.1644844301
670	0.1642304013	0.1642304013
671	0.1639705142	0.1639705142
672	0.1637281549	0.1637281549
673	0.1634470575	0.1634470575
674	0.1631699222	0.1631699222
675	0.1628972984	0.1628972984
676	0.1626666427	0.1626666427
677	0.1623881771	0.1623881771
678	0.1621217349	0.1621217349
679	0.1618748405	0.1618748405
680	0.1616480842	0.1616480842
681	0.1614014892	0.1614014892
682	0.1610655731	0.1610655731
683	0.1608459092	0.1608459092
684	0.1606393257	0.1606393257
685	0.1604451358	0.1604451358
686	0.1601941451	0.1601941451
687	0.1599357017	0.1599357017
688	0.1596674431	0.1596674431
689	0.1594168456	0.1594168456
690	0.1591987221	0.1591987221
691	0.1589878026	0.1589878026
692	0.1587280079	0.1587280079
693	0.1585298658	0.1585298658
694	0.1582684861	0.1582684861
695	0.1579862074	0.1579862074
696	0.1576911285	0.1576911285
697	0.1574201222	0.1574201222
698	0.1570887394	0.1570887394
699	0.1568506793	0.1568506793
700	0.1566833626	0.1566833626
701	0.1564487473	0.1564487473
702	0.156281193	0.156281193
703	0.1560278772	0.1560278772
704	0.1557530162	0.1557530162
705	0.1555810186	0.1555810186
706	0.1553435961	0.1553435961
707	0.1551263187	0.1551263187
708	0.1548565993	0.1548565993
709	0.1545633433	0.1545633433
710	0.1542797594	0.1542797594
711	0.1540135283	0.1540135283
712	0.1536992791	0.1536992791
713	0.1535138859	0.1535138859
714	0.1532840921	0.1532840921
715	0.1530048244	0.1530048244
716	0.1526838669	0.1526838669
717	0.1524305194	0.1524305194
718	0.1521344185	0.1521344185
719	0.151906779	0.151906779
720	0.1517115848	0.1517115848
721	0.1514795639	0.1514795639
722	0.1512923596	0.1512923596
723	0.1511006944	0.1511006944
724	0.1508858961	0.1508858961
725	0.150607791	0.150607791
726	0.1503752909	0.1503752909
727	0.1501672305	0.1501672305
728	0.1499336768	0.1499336768
729	0.1497019159	0.1497019159
730	0.1494406901	0.1494406901
731	0.1491653342	0.1491653342
732	0.1488639997	0.1488639997
733	0.1485974961	0.1485974961
734	0.1483239588	0.1483239588
735	0.1480225421	0.1480225421
736	0.1478118275	0.1478118275
737	0.1475820002	0.1475820002
738	0.1473583427	0.1473583427
739	0.1471798124	0.1471798124
740	0.1470106667	0.1470106667
741	0.146791241	0.146791241
742	0.1465874734	0.1465874734
743	0.1462569481	0.1462569481
744	0.1460794855	0.1460794855
745	0.1459370107	0.1459370107
746	0.1457254262	0.1457254262
747	0.1455185878	0.1455185878
748	0.1453104643	0.1453104643
749	0.1450670755	0.1450670755
750	0.1448881189	0.1448881189
751	0.1446499605	0.1446499605
752	0.1443843336	0.1443843336
753	0.1442064677	0.1442064677
754	0.1440568266	0.1440568266
755	0.1438392853	0.1438392853
756	0.1436190943	0.1436190943
757	0.1433869101	0.1433869101
758	0.1431123474	0.1431123474
759	0.1429213778	0.1429213778
760	0.1426851867	0.1426851867
761	0.1425066549	0.1425066549
762	0.1423487584	0.1423487584
763	0.1421840468	0.1421840468
764	0.1419376912	0.1419376912
765	0.1417275206	0.1417275206
766	0.1414985676	0.1414985676
767	0.1413039237	0.1413039237
768	0.1411113697	0.1411113697
769	0.1408581699	0.1408581699
770	0.1405758072	0.1405758072
771	0.1404046915	0.1404046915
772	0.1402044374	0.1402044374
773	0.1400127985	0.1400127985
774	0.1397463076	0.1397463076
775	0.1395588422	0.1395588422
776	0.1393556604	0.1393556604
777	0.1391265541	0.1391265541
778	0.1389225166	0.1389225166
779	0.1387083929	0.1387083929
780	0.1384342622	0.1384342622
781	0.1382119441	0.1382119441
782	0.1380132014	0.1380132014
783	0.1378291799	0.1378291799
784	0.1376211408	0.1376211408
785	0.1374104452	0.1374104452
786	0.1371427167	0.1371427167
787	0.136917843	0.136917843
788	0.1366879071	0.1366879071
789	0.1364770286	0.1364770286
790	0.1362899139	0.1362899139
791	0.1360762187	0.1360762187
792	0.1358443316	0.1358443316
793	0.1356640345	0.1356640345
794	0.1353766465	0.1353766465
795	0.1351887811	0.1351887811
796	0.1350139043	0.1350139043
797	0.1348425511	0.1348425511
798	0.1345794082	0.1345794082
799	0.1343340634	0.1343340634
800	0.1340967047	0.1340967047
801	0.133933354	0.133933354
802	0.1337893909	0.1337893909
803	0.1335955434	0.1335955434
804	0.1333857097	0.1333857097
805	0.1332345676	0.1332345676
806	0.1329926198	0.1329926198
807	0.1328119145	0.1328119145
808	0.1325953757	0.1325953757
809	0.1324217464	0.1324217464
810	0.1322647764	0.1322647764
811	0.1321193918	0.1321193918
812	0.131936278	0.131936278
813	0.1317358208	0.1317358208
814	0.1315934611	0.1315934611
815	0.1313520418	0.1313520418
816	0.1311623873	0.1311623873
817	0.1309505532	0.1309505532
818	0.1307533924	0.1307533924
819	0.130619968	0.130619968
820	0.1303899518	0.1303899518
821	0.1302322087	0.1302322087
822	0.1300668499	0.1300668499
823	0.1298398374	0.1298398374
824	0.1296173971	0.1296173971
825	0.1294491378	0.1294491378
826	0.1292345337	0.1292345337
827	0.1290868235	0.1290868235
828	0.128920242	0.128920242
829	0.1287110243	0.1287110243
830	0.1284891359	0.1284891359
831	0.1283323208	0.1283323208
832	0.1281972227	0.1281972227
833	0.1280265535	0.1280265535
834	0.1278177055	0.1278177055
835	0.1276857162	0.1276857162
836	0.1274520008	0.1274520008
837	0.1273090711	0.1273090711
838	0.1271224121	0.1271224121
839	0.1269297484	0.1269297484
840	0.1266640248	0.1266640248
841	0.1265183376	0.1265183376
842	0.1262953713	0.1262953713
843	0.1261060986	0.1261060986
844	0.1258844518	0.1258844518
845	0.1257174835	0.1257174835
846	0.1255368281	0.1255368281
847	0.1253673852	0.1253673852
848	0.125167204	0.125167204
849	0.1250308475	0.1250308475
850	0.1248660135	0.1248660135
851	0.1246735904	0.1246735904
852	0.1245354602	0.1245354602
853	0.1243753154	0.1243753154
854	0.124142583	0.124142583
855	0.1239520825	0.1239520825
856	0.1237471468	0.1237471468
857	0.1235423542	0.1235423542
858	0.1233706702	0.1233706702
859	0.1231849981	0.1231849981
860	0.1230116479	0.1230116479
861	0.1227815873	0.1227815873
862	0.1225877902	0.1225877902
863	0.122466778	0.122466778
864	0.1223122546	0.1223122546
865	0.1221385827	0.1221385827
866	0.1219686387	0.1219686387
867	0.1217989822	0.1217989822
868	0.1216331658	0.1216331658
869	0.1213945206	0.1213945206
870	0.121259713	0.121259713
871	0.1211228969	0.1211228969
872	0.1210084784	0.1210084784
873	0.1208256704	0.1208256704
874	0.120615916	0.120615916
875	0.1204455646	0.1204455646
876	0.120221936	0.120221936
877	0.1200043147	0.1200043147
878	0.1198375861	0.1198375861
879	0.1196747795	0.1196747795
880	0.1195380806	0.1195380806
